timestamp,sensor_1,sensor_2,sensor_3
1504526210712,0.116487,0,0
1504526210744,0.116813,0,0
1504526210776,0.116813,0,0
1504526210807,0.116813,0,0
1504526210837,0.116813,0,0
1504526210868,0.116813,0,0
1504526210900,0.116813,0,0
1504526210933,0.116976,0,0
1504526210962,0.117465,0,0
1504526210995,0.117139,0,0
1504526211024,0.117302,0,0
1504526211057,0.116325,0,0
1504526211090,0.114695,0,0
1504526211120,0.114207,0,0
1504526211149,0.112252,0,0
1504526211182,0.112089,0,0
1504526211210,0.110948,0,0
1504526211243,0.110134,0,0
1504526211277,0.109319,0,0
1504526211308,0.108993,0,0
1504526211338,0.108667,0,0
1504526211371,0.108667,0,0
1504526211399,0.10883,0,0
1504526211430,0.108667,0,0
1504526211462,0.108667,0,0
1504526211494,0.108993,0,0
1504526211527,0.109482,0,0
1504526211559,0.110297,0,0
1504526211589,0.110948,0,0
1504526211621,0.1116,0,0
1504526211649,0.1116,0,0
1504526211682,0.111437,0,0
1504526211712,0.111437,0,0
1504526211743,0.1116,0,0
1504526211777,0.111926,0,0
1504526211807,0.112089,0,0
1504526211840,0.112252,0,0
1504526211867,0.112089,0,0
1504526211901,0.111926,0,0
1504526211929,0.112252,0,0
1504526211963,0.108341,0,0
1504526211994,0.102802,0,0
1504526212023,0.0905832,0,0
1504526212058,0.0840665,0,0
1504526212086,0.0742913,0,0
1504526212117,0.072825,0,0
1504526212149,0.0711958,0,0
1504526212184,0.07087,0,0
1504526212212,0.0711958,0,0
1504526212244,0.0718475,0,0
1504526212276,0.0721733,0,0
1504526212309,0.0726621,0,0
1504526212337,0.0731509,0,0
1504526212367,0.0746171,0,0
1504526212403,0.0762463,0,0
1504526212433,0.0847181,0,0
1504526212463,0.091072,0,0
1504526212494,0.102639,0,0
1504526212525,0.109971,0,0
1504526212555,0.110622,0,0
1504526212588,0.107853,0,0
1504526212619,0.107364,0,0
1504526212650,0.106386,0,0
1504526212683,0.105898,0,0
1504526212713,0.106386,0,0
1504526212746,0.106224,0,0
1504526212776,0.106386,0,0
1504526212810,0.106712,0,0
1504526212838,0.107201,0,0
1504526212868,0.107527,0,0
1504526212901,0.108504,0,0
1504526212930,0.108993,0,0
1504526212964,0.109971,0,0
1504526212995,0.110459,0,0
1504526213023,0.110622,0,0
1504526213059,0.110785,0,0
1504526213090,0.110459,0,0
1504526213119,0.110297,0,0
1504526213152,0.110622,0,0
1504526213179,0.110948,0,0
1504526213214,0.106875,0,0
1504526213244,0.0944933,0,0
1504526213275,0.0876507,0,0
1504526213307,0.0738025,0,0
1504526213339,0.0697296,0,0
1504526213370,0.0695666,0,0
1504526213402,0.0703812,0,0
1504526213432,0.0707071,0,0
1504526213465,0.0711958,0,0
1504526213497,0.0711958,0,0
1504526213524,0.0707071,0,0
1504526213558,0.0705441,0,0
1504526213589,0.0705441,0,0
1504526213622,0.07087,0,0
1504526213652,0.0713587,0,0
1504526213680,0.0718475,0,0
1504526213713,0.0734767,0,0
1504526213745,0.074943,0,0
1504526213773,0.0759205,0,0
1504526213807,0.0760834,0,0
1504526213837,0.0764093,0,0
1504526213872,0.0785272,0,0
1504526213901,0.0816227,0,0
1504526213929,0.09319,0,0
1504526213962,0.0997067,0,0
1504526213994,0.109645,0,0
1504526214028,0.111926,0,0
1504526214055,0.111274,0,0
1504526214088,0.110297,0,0
1504526214119,0.109482,0,0
1504526214148,0.109156,0,0
1504526214180,0.109156,0,0
1504526214215,0.109156,0,0
1504526214246,0.10883,0,0
1504526214274,0.108504,0,0
1504526214308,0.108667,0,0
1504526214337,0.108993,0,0
1504526214368,0.108993,0,0
1504526214400,0.110134,0,0
1504526214432,0.110134,0,0
1504526214462,0.110785,0,0
1504526214493,0.111274,0,0
1504526214526,0.111926,0,0
1504526214555,0.111763,0,0
1504526214589,0.101988,0,0
1504526214621,0.0892799,0,0
1504526214650,0.0824373,0,0
1504526214683,0.0736396,0,0
1504526214713,0.0718475,0,0
1504526214742,0.0698925,0,0
1504526214777,0.0690779,0,0
1504526214807,0.0684262,0,0
1504526214839,0.068915,0,0
1504526214868,0.0692408,0,0
1504526214901,0.0695666,0,0
1504526214930,0.0694037,0,0
1504526214964,0.0695666,0,0
1504526214993,0.0697296,0,0
1504526215025,0.07087,0,0
1504526215056,0.0723363,0,0
1504526215088,0.078853,0,0
1504526215119,0.085044,0,0
1504526215150,0.0987292,0,0
1504526215183,0.105083,0,0
1504526215214,0.11274,0,0
1504526215244,0.113718,0,0
1504526215277,0.111763,0,0
1504526215306,0.110459,0,0
1504526215338,0.108667,0,0
1504526215371,0.108179,0,0
1504526215399,0.107527,0,0
1504526215433,0.107853,0,0
1504526215463,0.108179,0,0
1504526215494,0.108016,0,0
1504526215526,0.10883,0,0
1504526215555,0.108504,0,0
1504526215587,0.108667,0,0
1504526215618,0.108993,0,0
1504526215652,0.108667,0,0
1504526215682,0.108993,0,0
1504526215716,0.108667,0,0
1504526215744,0.108667,0,0
1504526215777,0.10883,0,0
1504526215808,0.10883,0,0
1504526215836,0.109319,0,0
1504526215870,0.109156,0,0
1504526215900,0.109156,0,0
1504526215931,0.109319,0,0
1504526215964,0.109319,0,0
1504526215996,0.109645,0,0
1504526216027,0.109971,0,0
1504526216055,0.109645,0,0
1504526216087,0.109808,0,0
1504526216119,0.109808,0,0
1504526216151,0.109808,0,0
1504526216179,0.110297,0,0
1504526216213,0.110785,0,0
1504526216246,0.111111,0,0
1504526216275,0.111763,0,0
1504526216308,0.111926,0,0
1504526216337,0.111926,0,0
1504526216369,0.102476,0,0
1504526216402,0.0957967,0,0
1504526216430,0.0821114,0,0
1504526216465,0.0744542,0,0
1504526216493,0.0697296,0,0
1504526216523,0.0690779,0,0
1504526216556,0.0710329,0,0
1504526216588,0.0742913,0,0
1504526216618,0.0858586,0,0
1504526216651,0.0988922,0,0
1504526216681,0.104594,0,0
1504526216713,0.109971,0,0
1504526216745,0.109808,0,0
1504526216775,0.109808,0,0
1504526216804,0.110459,0,0
1504526216839,0.104594,0,0
1504526216869,0.0984034,0,0
1504526216899,0.085044,0,0
1504526216931,0.0773868,0,0
1504526216965,0.0710329,0,0
1504526216997,0.0700554,0,0
1504526217024,0.0703812,0,0
1504526217057,0.0718475,0,0
1504526217088,0.0801564,0,0
1504526217118,0.095145,0,0
1504526217150,0.101825,0,0
1504526217183,0.110948,0,0
1504526217212,0.112089,0,0
1504526217244,0.110785,0,0
1504526217273,0.110297,0,0
1504526217308,0.111111,0,0
1504526217337,0.109808,0,0
1504526217372,0.0990551,0,0
1504526217399,0.0922124,0,0
1504526217432,0.0775497,0,0
1504526217460,0.0716846,0,0
1504526217494,0.0684262,0,0
1504526217527,0.0695666,0,0
1504526217556,0.0715217,0,0
1504526217589,0.0821114,0,0
1504526217619,0.0892799,0,0
1504526217649,0.101173,0,0
1504526217680,0.106224,0,0
1504526217714,0.108667,0,0
1504526217744,0.108341,0,0
1504526217775,0.107364,0,0
1504526217809,0.106712,0,0
1504526217838,0.107364,0,0
1504526217870,0.107038,0,0
1504526217901,0.10769,0,0
1504526217932,0.108016,0,0
1504526217963,0.107364,0,0
1504526217992,0.107364,0,0
1504526218025,0.107038,0,0
1504526218059,0.107038,0,0
1504526218087,0.107201,0,0
1504526218121,0.107527,0,0
1504526218151,0.10769,0,0
1504526218180,0.107853,0,0
1504526218213,0.107853,0,0
1504526218246,0.10769,0,0
1504526218276,0.107853,0,0
1504526218307,0.10769,0,0
1504526218338,0.107853,0,0
1504526218367,0.108179,0,0
1504526218401,0.108179,0,0
1504526218432,0.10883,0,0
1504526218461,0.109319,0,0
1504526218494,0.108993,0,0
1504526218528,0.109482,0,0
1504526218556,0.108993,0,0
1504526218589,0.109482,0,0
1504526218621,0.109971,0,0
1504526218649,0.101499,0,0
1504526218682,0.0894428,0,0
1504526218713,0.0827631,0,0
1504526218744,0.0726621,0,0
1504526218776,0.0715217,0,0
1504526218808,0.0707071,0,0
1504526218838,0.0707071,0,0
1504526218868,0.0705441,0,0
1504526218899,0.0707071,0,0
1504526218932,0.0713587,0,0
1504526218961,0.0716846,0,0
1504526218992,0.0729879,0,0
1504526219026,0.0742913,0,0
1504526219059,0.0811339,0,0
1504526219089,0.0941675,0,0
1504526219117,0.100196,0,0
1504526219150,0.108504,0,0
1504526219180,0.109808,0,0
1504526219212,0.10769,0,0
1504526219244,0.106224,0,0
1504526219277,0.105572,0,0
1504526219305,0.105409,0,0
1504526219337,0.105898,0,0
1504526219369,0.106386,0,0
1504526219402,0.107038,0,0
1504526219430,0.107038,0,0
1504526219463,0.107201,0,0
1504526219495,0.10769,0,0
1504526219524,0.107527,0,0
1504526219557,0.108504,0,0
1504526219589,0.108993,0,0
1504526219620,0.109156,0,0
1504526219648,0.105735,0,0
1504526219682,0.0943304,0,0
1504526219714,0.0879765,0,0
1504526219742,0.0747801,0,0
1504526219774,0.0721733,0,0
1504526219807,0.0697296,0,0
1504526219836,0.0692408,0,0
1504526219869,0.0692408,0,0
1504526219902,0.0690779,0,0
1504526219931,0.0694037,0,0
1504526219962,0.0697296,0,0
1504526219995,0.0705441,0,0
1504526220025,0.0718475,0,0
1504526220056,0.0731509,0,0
1504526220088,0.0786901,0,0
1504526220119,0.0842294,0,0
1504526220149,0.0974259,0,0
1504526220180,0.102965,0,0
1504526220213,0.109971,0,0
1504526220245,0.110297,0,0
1504526220275,0.107853,0,0
1504526220306,0.106875,0,0
1504526220339,0.106061,0,0
1504526220370,0.106712,0,0
1504526220399,0.106712,0,0
1504526220432,0.107201,0,0
1504526220463,0.107038,0,0
1504526220496,0.106875,0,0
1504526220525,0.106875,0,0
1504526220558,0.107201,0,0
1504526220586,0.107527,0,0
1504526220621,0.107853,0,0
1504526220651,0.108341,0,0
1504526220682,0.109808,0,0
1504526220713,0.107527,0,0
1504526220744,0.0964484,0,0
1504526220777,0.0832519,0,0
1504526220807,0.0764093,0,0
1504526220837,0.0700554,0,0
1504526220870,0.0692408,0,0
1504526220898,0.0679374,0,0
1504526220932,0.0676116,0,0
1504526220963,0.0682633,0,0
1504526220995,0.068752,0,0
1504526221024,0.0702183,0,0
1504526221055,0.0710329,0,0
1504526221087,0.0718475,0,0
1504526221117,0.0726621,0,0
1504526221149,0.0739655,0,0
1504526221180,0.0760834,0,0
1504526221213,0.0853698,0,0
1504526221244,0.0984034,0,0
1504526221276,0.103943,0,0
1504526221306,0.110297,0,0
1504526221339,0.110622,0,0
1504526221370,0.108341,0,0
1504526221402,0.107853,0,0
1504526221431,0.107038,0,0
1504526221461,0.106875,0,0
1504526221495,0.106386,0,0
1504526221525,0.106386,0,0
1504526221559,0.106386,0,0
1504526221587,0.106549,0,0
1504526221618,0.106875,0,0
1504526221650,0.107201,0,0
1504526221681,0.107364,0,0
1504526221714,0.107527,0,0
1504526221742,0.107038,0,0
1504526221776,0.106875,0,0
1504526221806,0.106549,0,0
1504526221839,0.106875,0,0
1504526221870,0.107201,0,0
1504526221899,0.10769,0,0
1504526221934,0.108016,0,0
1504526221962,0.10883,0,0
1504526221994,0.108993,0,0
1504526222025,0.109645,0,0
1504526222059,0.109971,0,0
1504526222087,0.109971,0,0
1504526222119,0.110622,0,0
1504526222150,0.110785,0,0
1504526222182,0.1116,0,0
1504526222211,0.112089,0,0
1504526222242,0.111926,0,0
1504526222274,0.112414,0,0
1504526222308,0.112252,0,0
1504526222337,0.111763,0,0
1504526222370,0.111763,0,0
1504526222399,0.111274,0,0
1504526222433,0.110948,0,0
1504526222462,0.111111,0,0
1504526222495,0.110948,0,0
1504526222528,0.110785,0,0
1504526222557,0.110948,0,0
1504526222588,0.111111,0,0
1504526222619,0.111111,0,0
1504526222651,0.111274,0,0
1504526222680,0.110948,0,0
1504526222713,0.110948,0,0
1504526222744,0.110785,0,0
1504526222777,0.111274,0,0
1504526222806,0.111437,0,0
1504526222835,0.1116,0,0
1504526222872,0.111437,0,0
1504526222900,0.111437,0,0
1504526222930,0.111274,0,0
1504526222963,0.111274,0,0
1504526222995,0.111763,0,0
1504526223026,0.111926,0,0
1504526223057,0.11274,0,0
1504526223086,0.112577,0,0
1504526223118,0.11274,0,0
1504526223151,0.112414,0,0
1504526223179,0.112252,0,0
1504526223213,0.112089,0,0
1504526223245,0.112252,0,0
