timestamp,sensor_1,sensor_2,sensor_3
1503996309055,0.152493,0,0
1503996309119,0.151515,0,0
1503996309181,0.148583,0,0
1503996309243,0.14956,0,0
1503996309305,0.151515,0,0
1503996309370,0.14956,0,0
1503996309429,0.152493,0,0
1503996309495,0.152493,0,0
1503996309555,0.155425,0,0
1503996309617,0.15347,0,0
1503996309679,0.151515,0,0
1503996309742,0.14956,0,0
1503996309805,0.148583,0,0
1503996309869,0.14956,0,0
1503996309929,0.150538,0,0
1503996309991,0.150538,0,0
1503996310055,0.15347,0,0
1503996310118,0.154448,0,0
1503996310180,0.156403,0,0
1503996310242,0.166178,0,0
1503996310304,0.14565,0,0
1503996310369,0.208211,0,0
1503996310431,0.208211,0,0
1503996310493,0.264907,0,0
1503996310555,0.371457,0,0
1503996310618,0.404692,0,0
1503996310680,0.480938,0,0
1503996310745,0.374389,0,0
1503996310806,0.374389,0,0
1503996310869,0.370479,0,0
1503996310930,0.259042,0,0
1503996310994,0.204301,0,0
1503996311056,0.191593,0,0
1503996311116,0.246334,0,0
1503996311180,0.222874,0,0
1503996311242,0.217009,0,0
1503996311305,0.194526,0,0
1503996311368,0.227761,0,0
1503996311430,0.232649,0,0
1503996311492,0.254154,0,0
1503996311554,0.228739,0,0
1503996311619,0.207234,0,0
1503996311679,0.183773,0,0
1503996311744,0.220919,0,0
1503996311806,0.217009,0,0
1503996311869,0.217009,0,0
1503996311929,0.187683,0,0
1503996311993,0.202346,0,0
1503996312055,0.202346,0,0
1503996312118,0.55914,0,0
1503996312180,0.5826,0,0
1503996312243,0.722385,0,0
1503996312305,0.664712,0,0
1503996312367,0.503421,0,0
1503996312430,0.380254,0,0
1503996312494,0.336266,0,0
1503996312556,0.288368,0,0
1503996312619,0.240469,0,0
1503996312679,0.210166,0,0
1503996312741,0.192571,0,0
1503996312804,0.190616,0,0
1503996312869,0.196481,0,0
1503996312930,0.217986,0,0
1503996312992,0.209189,0,0
1503996313054,0.293255,0,0
1503996313118,0.262952,0,0
1503996313180,0.319648,0,0
1503996313242,0.264907,0,0
1503996313305,0.244379,0,0
1503996313369,0.30303,0,0
1503996313430,0.221896,0,0
1503996313493,0.221896,0,0
