timestamp,sensor_1,sensor_2,sensor_3
1504524560902,0.134897,0,0
1504524560912,0.222874,0,0
1504524560922,0.222874,0,0
1504524560932,0.225806,0,0
1504524560942,0.225806,0,0
1504524560951,0.26393,0,0
1504524560961,0.26393,0,0
1504524560971,0.255132,0,0
1504524560982,0.255132,0,0
1504524560993,0.255132,0,0
1504524561002,0.255132,0,0
1504524561011,0.243402,0,0
1504524561022,0.243402,0,0
1504524561032,0.232649,0,0
1504524561042,0.232649,0,0
1504524561052,0.209189,0,0
1504524561062,0.209189,0,0
1504524561072,0.239492,0,0
1504524561082,0.239492,0,0
1504524561093,0.239492,0,0
1504524561103,0.227761,0,0
1504524561112,0.227761,0,0
1504524561121,0.202346,0,0
1504524561132,0.202346,0,0
1504524561142,0.232649,0,0
1504524561152,0.232649,0,0
1504524561162,0.211144,0,0
1504524561172,0.211144,0,0
1504524561182,0.249267,0,0
1504524561192,0.249267,0,0
1504524561203,0.208211,0,0
1504524561212,0.208211,0,0
1504524561222,0.232649,0,0
1504524561232,0.232649,0,0
1504524561242,0.241447,0,0
1504524561252,0.241447,0,0
1504524561262,0.238514,0,0
1504524561272,0.238514,0,0
1504524561281,0.229717,0,0
1504524561291,0.229717,0,0
1504524561301,0.200391,0,0
1504524561312,0.200391,0,0
1504524561322,0.172043,0,0
1504524561332,0.172043,0,0
1504524561342,0.160313,0,0
1504524561351,0.160313,0,0
1504524561361,0.131965,0,0
1504524561371,0.131965,0,0
1504524561382,0.14956,0,0
1504524561392,0.14956,0,0
1504524561402,0.1261,0,0
1504524561412,0.1261,0,0
1504524561422,0.116325,0,0
1504524561432,0.116325,0,0
1504524561442,0.106549,0,0
1504524561452,0.106549,0,0
1504524561462,0.11437,0,0
1504524561471,0.11437,0,0
1504524561482,0.16911,0,0
1504524561494,0.16911,0,0
1504524561502,0.1652,0,0
1504524561512,0.1652,0,0
1504524561521,0.174976,0,0
1504524561532,0.174976,0,0
1504524561542,0.172043,0,0
1504524561552,0.172043,0,0
1504524561563,0.197458,0,0
1504524561572,0.197458,0,0
1504524561582,0.196481,0,0
1504524561592,0.196481,0,0
1504524561602,0.186706,0,0
1504524561612,0.186706,0,0
1504524561622,0.156403,0,0
1504524561631,0.156403,0,0
1504524561642,0.127077,0,0
1504524561651,0.127077,0,0
1504524561662,0.11828,0,0
1504524561671,0.11828,0,0
1504524561681,0.11828,0,0
1504524561692,0.106549,0,0
1504524561702,0.106549,0,0
1504524561714,0.0948192,0,0
1504524561722,0.0948192,0,0
1504524561732,0.103617,0,0
1504524561743,0.103617,0,0
1504524561752,0.0879765,0,0
1504524561762,0.0879765,0,0
1504524561772,0.0948192,0,0
1504524561782,0.0948192,0,0
1504524561792,0.0811339,0,0
1504524561802,0.0811339,0,0
1504524561812,0.0733138,0,0
1504524561822,0.0733138,0,0
1504524561832,0.0615836,0,0
1504524561842,0.0615836,0,0
1504524561852,0.0615836,0,0
1504524561862,0.0615836,0,0
1504524561872,0.0557185,0,0
1504524561882,0.0557185,0,0
1504524561892,0.0478983,0,0
1504524561902,0.0478983,0,0
1504524561912,0.0478983,0,0
1504524561922,0.0478983,0,0
1504524561932,0.0674487,0,0
1504524561942,0.0674487,0,0
1504524561952,0.0537634,0,0
1504524561962,0.0537634,0,0
1504524561971,0.0449658,0,0
1504524561982,0.0449658,0,0
1504524561992,0.0410557,0,0
1504524562002,0.0410557,0,0
1504524562012,0.0518084,0,0
1504524562021,0.0518084,0,0
1504524562032,0.0420332,0,0
1504524562042,0.0420332,0,0
1504524562052,0.0596285,0,0
1504524562062,0.0596285,0,0
1504524562072,0.131965,0,0
1504524562082,0.131965,0,0
1504524562092,0.13001,0,0
1504524562101,0.13001,0,0
1504524562112,0.119257,0,0
1504524562122,0.119257,0,0
1504524562131,0.113392,0,0
1504524562142,0.113392,0,0
1504524562152,0.121212,0,0
1504524562162,0.121212,0,0
1504524562172,0.112414,0,0
1504524562182,0.112414,0,0
1504524562192,0.0899316,0,0
1504524562202,0.0899316,0,0
1504524562212,0.0772239,0,0
1504524562222,0.0772239,0,0
1504524562231,0.0664712,0,0
1504524562242,0.0664712,0,0
1504524562252,0.0615836,0,0
1504524562262,0.0615836,0,0
1504524562271,0.0537634,0,0
1504524562281,0.0537634,0,0
1504524562291,0.0576735,0,0
1504524562302,0.0576735,0,0
1504524562312,0.0508309,0,0
1504524562322,0.0508309,0,0
1504524562332,0.0439883,0,0
1504524562342,0.0439883,0,0
1504524562352,0.0439883,0,0
1504524562361,0.0576735,0,0
1504524562372,0.0576735,0,0
1504524562382,0.0694037,0,0
1504524562392,0.0694037,0,0
