timestamp,sensor_1,sensor_2,sensor_3
1503996345759,0.158358,0,0
1503996345820,0.157054,0,0
1503996345883,0.15624,0,0
1503996345945,0.156321,0,0
1503996346008,0.156647,0,0
1503996346071,0.15681,0,0
1503996346133,0.156891,0,0
1503996346195,0.156729,0,0
1503996346258,0.156647,0,0
1503996346322,0.156158,0,0
1503996346383,0.155507,0,0
1503996346445,0.154448,0,0
1503996346508,0.152656,0,0
1503996346571,0.151271,0,0
1503996346634,0.150538,0,0
1503996346696,0.149234,0,0
1503996346758,0.156321,0,0
1503996346822,0.170332,0,0
1503996346883,0.237048,0,0
1503996346945,0.381069,0,0
1503996347010,0.576898,0,0
1503996347071,0.730531,0,0
1503996347133,0.749185,0,0
1503996347196,0.657543,0,0
1503996347257,0.476214,0,0
1503996347322,0.288042,0,0
1503996347383,0.217253,0,0
1503996347446,0.186298,0,0
1503996347508,0.184181,0,0
1503996347571,0.197947,0,0
1503996347633,0.207804,0,0
1503996347695,0.212529,0,0
1503996347759,0.209922,0,0
1503996347820,0.211225,0,0
1503996347882,0.309058,0,0
1503996347945,0.409743,0,0
1503996348008,0.503421,0,0
1503996348072,0.527289,0,0
1503996348133,0.462773,0,0
1503996348196,0.363555,0,0
1503996348258,0.265885,0,0
1503996348320,0.211632,0,0
1503996348384,0.188009,0,0
1503996348447,0.195422,0,0
1503996348509,0.206908,0,0
1503996348570,0.210411,0,0
1503996348633,0.211551,0,0
1503996348695,0.213262,0,0
1503996348758,0.227191,0,0
1503996348821,0.296269,0,0
1503996348883,0.434018,0,0
1503996348946,0.560117,0,0
1503996349008,0.637667,0,0
1503996349071,0.623656,0,0
1503996349133,0.505376,0,0
1503996349197,0.341479,0,0
1503996349258,0.253258,0,0
1503996349321,0.20984,0,0
1503996349383,0.196074,0,0
1503996349445,0.193223,0,0
1503996349507,0.20088,0,0
1503996349573,0.215787,0,0
1503996349633,0.225399,0,0
1503996349695,0.233627,0,0
1503996349758,0.233464,0,0
1503996349821,0.231672,0,0
1503996349882,0.222385,0,0
1503996349945,0.214972,0,0
1503996350008,0.209107,0,0
1503996350072,0.203487,0,0
1503996350133,0.196562,0,0
1503996350196,0.192571,0,0
1503996350258,0.188254,0,0
1503996350320,0.191349,0,0
1503996350384,0.195666,0,0
1503996350445,0.197621,0,0
1503996350508,0.191919,0,0
1503996350570,0.18361,0,0
1503996350632,0.183284,0,0
1503996350696,0.181085,0,0
1503996350758,0.178641,0,0
1503996350820,0.176197,0,0
1503996350882,0.169355,0,0
1503996350946,0.171554,0,0
1503996351009,0.185158,0,0
1503996351073,0.192571,0,0
1503996351132,0.196237,0,0
1503996351198,0.186706,0,0
1503996351258,0.171636,0,0
1503996351321,0.170007,0,0
1503996351382,0.176768,0,0
1503996351446,0.178071,0,0
1503996351508,0.177664,0,0
1503996351571,0.177908,0,0
1503996351633,0.169192,0,0
1503996351695,0.166748,0,0
1503996351758,0.169436,0,0
1503996351820,0.177745,0,0
